timestamp,pitch_hz,confidence,voiced
13.0960,483.82,0.4173,false
13.1120,485.58,0.5064,false
13.1280,477.80,0.3595,false
13.1440,1778.34,0.4027,false
13.1600,1811.74,0.2493,false
13.1760,448.41,0.2519,false
13.1920,457.99,0.2358,false
13.2080,538.76,0.4514,false
13.2240,546.94,0.8155,false
13.2400,549.23,0.9079,true
13.2560,550.03,0.9531,true
13.2720,550.17,0.9779,true
13.2880,550.20,0.9896,true
13.3040,550.20,0.9925,true
13.3200,550.21,0.9959,true
13.3360,550.24,0.9977,true
13.3520,550.28,0.9975,true
13.3680,550.25,0.9979,true
13.3840,550.23,0.9981,true
13.4000,550.24,0.9976,true
13.4160,550.23,0.9971,true
13.4320,550.23,0.9966,true
13.4480,550.22,0.9966,true
13.4640,550.23,0.9958,true
13.4800,550.25,0.9942,true
13.4960,550.26,0.9927,true
13.5120,550.29,0.9920,true
13.5280,550.38,0.9893,true
13.5440,550.69,0.9751,true
13.5600,551.02,0.9706,true
13.5760,550.81,0.9727,true
13.5920,550.58,0.9418,true
13.6080,550.73,0.8106,false
13.6240,550.79,0.5929,false
13.6400,550.93,0.4694,false
13.6560,550.88,0.4842,false
13.6720,550.97,0.4795,false
13.6880,550.98,0.5239,false
13.7040,550.50,0.4997,false
13.7200,550.57,0.4612,false
13.7360,550.75,0.4762,false
